city,state,median_age,male_population,female_population,total_population,number_of_veterans,foreign_born,average_household_size,state_code,race,count
LANCASTER,California,30.9,80668.0,80445.0,161113,7892.0,17247.0,3.25,CA,Hispanic or Latino,57423
HARTFORD,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,Black or African-American,49939
JACKSONVILLE,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,White,51245
SANDY,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Black or African-American,522
DOTHAN,Alabama,38.9,32172.0,35364.0,67536,6334.0,1699.0,2.59,AL,White,43516
DELRAY BEACH,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,Hispanic or Latino,6397
LEE'S SUMMIT,Missouri,36.8,48353.0,46715.0,95068,6624.0,3803.0,2.68,MO,Hispanic or Latino,4504
BELLEVUE,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,American Indian and Alaska Native,1949
NEW ROCHELLE,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,Asian,4218
OVERLAND PARK,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,American Indian and Alaska Native,1264
WESTON,Florida,38.6,32956.0,36991.0,69947,1507.0,30876.0,3.34,FL,White,61021
MCKINNEY,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,Hispanic or Latino,31705
PASADENA,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,Black or African-American,6204
TURLOCK,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,White,59308
CRANSTON,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,Hispanic or Latino,10418
SPRINGFIELD,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,Black or African-American,10026
HENDERSON,Nevada,42.5,139412.0,146246.0,285658,25045.0,35666.0,2.55,NV,Black or African-American,18816
ROCHESTER,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,White,105636
GARY,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Hispanic or Latino,6266
WACO,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,Hispanic or Latino,40585
SAN BUENAVENTURA,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,Black or African-American,1300
WALNUT CREEK,California,47.6,31994.0,36912.0,68906,4977.0,13624.0,2.22,CA,White,57064
ATHENS-CLARKE COUNTY UNIFIED GOVERNMENT,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,White,79931
SPOKANE,Washington,36.6,102756.0,110511.0,213267,18044.0,13253.0,2.34,WA,White,193143
DAVIE,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.72,FL,White,79832
DALY CITY,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,Hispanic or Latino,24316
EAGAN,Minnesota,36.8,31587.0,34701.0,66288,2699.0,8642.0,2.49,MN,Black or African-American,8032
NASHVILLE,Tennessee,34.1,314231.0,340365.0,654596,27942.0,88193.0,2.39,TN,Black or African-American,188844
TEMECULA,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,White,85130
DAVENPORT,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,Black or African-American,12761
WARWICK,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Hispanic or Latino,4723
WARWICK,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Black or African-American,1212
FLOWER MOUND,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,White,61433
CHANDLER,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,Hispanic or Latino,57159
MEDFORD,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,White,75464
LITTLE ROCK,Arkansas,36.6,96997.0,100989.0,197986,12343.0,16640.0,2.36,AR,Asian,8423
TEMPE,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,American Indian and Alaska Native,4636
GASTONIA,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,Hispanic or Latino,6653
GASTONIA,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,White,46362
WESTLAND,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,American Indian and Alaska Native,429
ALBANY,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,Asian,650
COLUMBIA,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,Hispanic or Latino,4956
COLUMBIA,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,American Indian and Alaska Native,1713
YUMA,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,Asian,1180
FISHERS,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,White,73361
AURORA,Colorado,34.2,177899.0,180971.0,358870,25158.0,65816.0,2.82,CO,Hispanic or Latino,109396
AURORA,Colorado,34.2,177899.0,180971.0,358870,25158.0,65816.0,2.82,CO,White,239803
TOMS RIVER,New Jersey,43.7,43864.0,43886.0,87750,5042.0,6852.0,2.71,NJ,Hispanic or Latino,10267
RIVERSIDE,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,White,225157
WARNER ROBINS,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Black or African-American,29307
KALAMAZOO,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,Hispanic or Latino,4114
HEMET,California,36.8,38622.0,45251.0,83873,5613.0,13330.0,2.97,CA,American Indian and Alaska Native,2288
CARMEL,Indiana,39.9,42928.0,46101.0,89029,2723.0,9645.0,2.71,IN,Black or African-American,2171
BLOOMINGTON,Minnesota,40.9,43318.0,43118.0,86436,6176.0,10728.0,2.3,MN,Black or African-American,5828
SUGAR LAND,Texas,42.1,43889.0,44240.0,88129,4377.0,31169.0,2.95,TX,Black or African-American,8993
CHARLOTTE,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,White,446795
CAMBRIDGE,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,Hispanic or Latino,9433
SUNNYVALE,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,Black or African-American,4210
CONCORD,North Carolina,35.7,42732.0,44961.0,87693,4621.0,8847.0,2.72,NC,Hispanic or Latino,11301
OSHKOSH,Wisconsin,33.0,32905.0,33652.0,66557,3809.0,2348.0,2.3,WI,White,60210
WEST JORDAN,Utah,30.8,57898.0,54044.0,111942,3577.0,11492.0,3.46,UT,American Indian and Alaska Native,1211
BEAUMONT,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,Asian,4079
MISSOURI CITY,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,Asian,17854
CANTON,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,White,53571
SPRING VALLEY,Nevada,37.0,96808.0,97147.0,193955,10644.0,61072.0,2.79,NV,American Indian and Alaska Native,2215
COLUMBIA,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,Asian,3501
FEDERAL WAY,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,Hispanic or Latino,14049
NEW BEDFORD,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,American Indian and Alaska Native,346
JACKSONVILLE,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,Black or African-American,282692
JERSEY CITY,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,American Indian and Alaska Native,3356
ELK GROVE,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,Black or African-American,20185
AUGUSTA-RICHMOND COUNTY CONSOLIDATED GOVERNMENT,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,Hispanic or Latino,9068
CARMICHAEL,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,American Indian and Alaska Native,2603
SANDY SPRINGS,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,Asian,7909
EVANSVILLE,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Black or African-American,17564
BERKELEY,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,American Indian and Alaska Native,1868
UPLAND,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,Asian,9182
CHATTANOOGA,Tennessee,36.6,83640.0,92957.0,176597,10001.0,10599.0,2.4,TN,American Indian and Alaska Native,1092
MILWAUKEE,Wisconsin,31.6,286315.0,313839.0,600154,20615.0,58321.0,2.51,WI,Black or African-American,248149
SALEM,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Asian,6076
SALEM,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,American Indian and Alaska Native,7678
FAYETTEVILLE,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,Black or African-American,6927
LAKELAND,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,White,75636
TOLEDO,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,Black or African-American,85552
WESTMINSTER,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Black or African-American,3228
CONROE,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,Asian,2302
ENTERPRISE,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,American Indian and Alaska Native,2777
SAVANNAH,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,White,57690
GERMAN,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,Black or African-American,22273
SCHAUMBURG,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Hispanic or Latino,12545
HIGHLANDS RANCH,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,American Indian and Alaska Native,1480
CHULA VISTA,California,34.6,131485.0,134269.0,265754,12368.0,82710.0,3.32,CA,Asian,48506
YUBA CITY,California,34.5,33654.0,33290.0,66944,4706.0,18032.0,2.9,CA,Black or African-American,1912
YORBA LINDA,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,Black or African-American,1326
SAN CLEMENTE,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,White,58849
AMES,Iowa,23.0,33814.0,31238.0,65052,2265.0,8606.0,2.16,IA,Asian,8979
BILLINGS,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,American Indian and Alaska Native,6066
ROUND ROCK,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,Asian,9685
CANTON,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,Hispanic or Latino,3597
CANTON,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,Black or African-American,21353
ORANGE,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,American Indian and Alaska Native,658
REDWOOD CITY,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,American Indian and Alaska Native,664
SILVER SPRING,Maryland,33.8,40601.0,41862.0,82463,1562.0,30908.0,2.6,MD,Black or African-American,21330
CHICO,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,White,80467
SANTA FE,New Mexico,44.1,40601.0,43511.0,84112,5083.0,13824.0,2.41,NM,Asian,1878
WAUKESHA,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,Asian,2904
CITRUS HEIGHTS,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,Black or African-American,5979
LONG BEACH,California,34.6,238159.0,236013.0,474172,17463.0,127764.0,2.78,CA,Black or African-American,64948
BRIDGEPORT,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Hispanic or Latino,59036
RICHMOND,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,White,36074
JERSEY CITY,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,Black or African-American,65051
KIRKLAND,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,American Indian and Alaska Native,1155
SALINAS,California,30.4,77765.0,79621.0,157386,4020.0,58693.0,3.72,CA,White,95283
SCHENECTADY,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,Black or African-American,15640
GREEN BAY,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,White,82033
VICTORVILLE,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,White,86648
SANDY SPRINGS,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,Black or African-American,15420
EVANSVILLE,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,American Indian and Alaska Native,713
PITTSBURGH,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,Hispanic or Latino,9266
MURFREESBORO,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,American Indian and Alaska Native,1339
THE WOODLANDS,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,American Indian and Alaska Native,2427
NEW BRAUNFELS,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,American Indian and Alaska Native,648
PEARLAND,Texas,33.9,52336.0,59329.0,111665,5621.0,16882.0,3.0,TX,Black or African-American,23779
APPLE VALLEY,California,34.3,32873.0,39312.0,72185,5714.0,5801.0,3.03,CA,White,60767
LAUDERHILL,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,American Indian and Alaska Native,1186
PERRIS,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,White,23882
RACINE,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,American Indian and Alaska Native,1371
SALEM,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Black or African-American,3770
BOLINGBROOK,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,White,40458
SANTA MARIA,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,Hispanic or Latino,81551
COSTA MESA,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Hispanic or Latino,38239
INGLEWOOD,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Hispanic or Latino,60873
FLINT,Michigan,35.3,48984.0,49313.0,98297,3757.0,2138.0,2.38,MI,American Indian and Alaska Native,1508
NEW HAVEN,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,White,56251
SANTA BARBARA,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Asian,4964
CHULA VISTA,California,34.6,131485.0,134269.0,265754,12368.0,82710.0,3.32,CA,White,183753
SANTA ANA,California,30.8,167503.0,167920.0,335423,4735.0,152999.0,4.58,CA,American Indian and Alaska Native,4838
DETROIT,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,White,104260
LOS ANGELES,California,35.0,1958998.0,2012898.0,3971896,85417.0,1485425.0,2.86,CA,American Indian and Alaska Native,63758
PLEASANTON,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,White,49934
CENTENNIAL,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,American Indian and Alaska Native,1219
FLOWER MOUND,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,American Indian and Alaska Native,1095
EAST ORANGE,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,American Indian and Alaska Native,535
CASAS ADOBES,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,White,58956
SAN ANTONIO,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,Hispanic or Latino,937607
ODESSA,Texas,31.2,61119.0,57861.0,118980,5509.0,15845.0,2.92,TX,White,106944
YOUNGS,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,Hispanic or Latino,7564
CORAL SPRINGS,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,Black or African-American,27225
OXNARD,California,31.0,101906.0,105346.0,207252,6367.0,78678.0,4.08,CA,Black or African-American,7183
HAYWARD,California,34.3,78152.0,80148.0,158300,4385.0,60970.0,3.32,CA,Asian,46285
MESA,Arizona,36.9,234998.0,236835.0,471833,31808.0,57492.0,2.68,AZ,Hispanic or Latino,131425
TOWN 'N' COUNTRY,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,American Indian and Alaska Native,1622
FORT COLLINS,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,Black or African-American,3176
EL CAJON,California,32.7,54450.0,49238.0,103688,7103.0,31865.0,3.14,CA,White,84703
MIDLAND,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Asian,3279
SANDY,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Asian,5657
TROY,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,White,56175
WINSTON-SALEM,North Carolina,34.7,112520.0,128712.0,241232,14521.0,24302.0,2.47,NC,Hispanic or Latino,38321
MCKINNEY,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,Asian,13882
LANSING,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,American Indian and Alaska Native,5254
ALLEN,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,White,69840
SPOKANE VALLEY,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,American Indian and Alaska Native,2473
GARY,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Asian,537
WALNUT CREEK,California,47.6,31994.0,36912.0,68906,4977.0,13624.0,2.22,CA,Asian,10831
LAKE CHARLES,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,White,36346
LAKE CHARLES,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,Asian,1444
WESTLAND,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,Hispanic or Latino,2827
CARLSBAD,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,Asian,11948
ORLANDO,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,American Indian and Alaska Native,2374
GLENDALE,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Hispanic or Latino,83711
GLENDALE,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Black or African-American,16254
DENVER,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,White,546370
WALDORF,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,White,26788
WALDORF,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,Black or African-American,47334
THOUSAND OAKS,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,American Indian and Alaska Native,2690
LAWTON,Oklahoma,31.1,51099.0,45560.0,96659,11572.0,6123.0,2.72,OK,White,63948
SAN DIEGO,California,34.5,693826.0,701081.0,1394907,92489.0,373842.0,2.73,CA,Black or African-American,111650
KALAMAZOO,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,American Indian and Alaska Native,954
ROCHESTER HILLS,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,American Indian and Alaska Native,348
MADISON,Wisconsin,30.7,122596.0,126360.0,248956,9707.0,30090.0,2.23,WI,Hispanic or Latino,19697
CORONA,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,American Indian and Alaska Native,2268
INDIO,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,Hispanic or Latino,58852
INDIO,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,American Indian and Alaska Native,1112
LEWISVILLE,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Asian,12412
CHARLOTTE,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,Asian,55399
BUENA PARK,California,35.7,41593.0,41671.0,83264,3116.0,28430.0,3.55,CA,White,48412
SKOKIE,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,Black or African-American,4937
WEST JORDAN,Utah,30.8,57898.0,54044.0,111942,3577.0,11492.0,3.46,UT,Black or African-American,3179
RANCHO CUCAMONGA,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,American Indian and Alaska Native,2789
SUNRISE MANOR,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,White,109960
GRAND PRAIRIE,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,American Indian and Alaska Native,1754
EVERETT,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,American Indian and Alaska Native,3645
NEWARK,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,Black or African-American,144961
WAUKESHA,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,Black or African-American,1923
CHINO HILLS,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,Black or African-American,3506
CHINO HILLS,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,American Indian and Alaska Native,1773
PEORIA,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,Hispanic or Latino,6874
SPRINGFIELD,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,White,97171
NORTH LAS VEGAS,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,Asian,20273
TUSCALOOSA,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,Black or African-American,42331
AVONDALE,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,White,62176
SAN MATEO,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,Asian,30573
LONGMONT,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,Hispanic or Latino,24846
FALL RIVER,Massachusetts,39.3,43314.0,45456.0,88770,4143.0,14775.0,2.21,MA,Hispanic or Latino,9081
O'FALLON,Missouri,36.0,41762.0,43270.0,85032,5783.0,3269.0,2.77,MO,Asian,3447
MIAMI,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,Hispanic or Latino,319942
MIAMI,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,Black or African-American,87331
GREEN BAY,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,Hispanic or Latino,16786
CARMICHAEL,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,Asian,4205
EVANSVILLE,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Hispanic or Latino,3263
EVANSVILLE,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,White,100055
MURFREESBORO,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,Black or African-American,22651
APPLE VALLEY,California,34.3,32873.0,39312.0,72185,5714.0,5801.0,3.03,CA,Hispanic or Latino,25928
MILPITAS,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,Hispanic or Latino,11815
PERRIS,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,Black or African-American,9393
SOUTH GATE,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,Asian,971
SALEM,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Hispanic or Latino,39414
SANTA MONICA,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,Asian,13283
BOULDER,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,Asian,8772
RICHMOND,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Hispanic or Latino,14259
EAU CLAIRE,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,American Indian and Alaska Native,876
MARYSVILLE,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,Black or African-American,1800
PATERSON,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,Black or African-American,45858
CEDAR RAPIDS,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,American Indian and Alaska Native,1243
SCHAUMBURG,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Black or African-American,2071
SCHAUMBURG,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Asian,21571
BROOKLYN PARK,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Black or African-American,22550
BROOKLYN PARK,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Asian,14443
PALO ALTO,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,Asian,24055
FORT WAYNE,Indiana,34.7,124815.0,133329.0,258144,13539.0,19146.0,2.45,IN,Hispanic or Latino,21234
SUFFOLK,Virginia,38.2,43048.0,45113.0,88161,10114.0,2829.0,2.72,VA,American Indian and Alaska Native,504
ALBANY,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,Hispanic or Latino,9368
